problem,language,submission_id,source_file,issue_id,severity,line,column,message,verbose_message,inconclusive,cwe,is_unused_code
gigel-si-sosetele,cpp,1314237522,gigel-si-sosetele/1314237522.cpp,unreadVariable,style,54,33,Variable 'nrStang' is assigned a value that is never used.,Variable 'nrStang' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314237522,gigel-si-sosetele/1314237522.cpp,unreadVariable,style,67,29,Variable 'nrDrept' is assigned a value that is never used.,Variable 'nrDrept' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314237522,gigel-si-sosetele/1314237522.cpp,unreadVariable,style,72,33,Variable 'nrDrept' is assigned a value that is never used.,Variable 'nrDrept' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314237549,gigel-si-sosetele/1314237549.cpp,unreadVariable,style,11,23,Variable 'cnts' is assigned a value that is never used.,Variable 'cnts' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314237549,gigel-si-sosetele/1314237549.cpp,unusedVariable,style,14,11,Unused variable: j,Unused variable: j,false,563,True
gigel-si-sosetele,cpp,1314237586,gigel-si-sosetele/1314237586.cpp,unreadVariable,style,11,23,Variable 'cnts' is assigned a value that is never used.,Variable 'cnts' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314237586,gigel-si-sosetele/1314237586.cpp,unusedVariable,style,14,11,Unused variable: j,Unused variable: j,false,563,True
gigel-si-sosetele,cpp,1314237750,gigel-si-sosetele/1314237750.cpp,unusedVariable,style,12,11,Unused variable: M,Unused variable: M,false,563,True
gigel-si-sosetele,cpp,1314237764,gigel-si-sosetele/1314237764.cpp,unusedVariable,style,11,47,Unused variable: dif,Unused variable: dif,false,563,True
gigel-si-sosetele,cpp,1314237776,gigel-si-sosetele/1314237776.cpp,unusedVariable,style,23,13,Unused variable: i,Unused variable: i,false,563,True
gigel-si-sosetele,cpp,1314237776,gigel-si-sosetele/1314237776.cpp,unreachableCode,style,38,13,Statements following 'return' will never be executed.,Statements following 'return' will never be executed.,false,561,True
gigel-si-sosetele,cpp,1314237776,gigel-si-sosetele/1314237776.cpp,unreachableCode,style,43,13,Statements following 'return' will never be executed.,Statements following 'return' will never be executed.,false,561,True
gigel-si-sosetele,cpp,1314237776,gigel-si-sosetele/1314237776.cpp,unreadVariable,style,75,30,Variable 'solution' is assigned a value that is never used.,Variable 'solution' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314237776,gigel-si-sosetele/1314237776.cpp,unreadVariable,style,81,21,Variable 'visited1[i]' is assigned a value that is never used.,Variable 'visited1[i]' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314237776,gigel-si-sosetele/1314237776.cpp,unreadVariable,style,82,21,Variable 'visited2[i]' is assigned a value that is never used.,Variable 'visited2[i]' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314237831,gigel-si-sosetele/1314237831.cpp,unusedVariable,style,23,13,Unused variable: i,Unused variable: i,false,563,True
gigel-si-sosetele,cpp,1314237831,gigel-si-sosetele/1314237831.cpp,unreachableCode,style,38,13,Statements following 'return' will never be executed.,Statements following 'return' will never be executed.,false,561,True
gigel-si-sosetele,cpp,1314237831,gigel-si-sosetele/1314237831.cpp,unreachableCode,style,43,13,Statements following 'return' will never be executed.,Statements following 'return' will never be executed.,false,561,True
gigel-si-sosetele,cpp,1314237831,gigel-si-sosetele/1314237831.cpp,unusedVariable,style,73,10,Unused variable: s,Unused variable: s,false,563,True
gigel-si-sosetele,cpp,1314237831,gigel-si-sosetele/1314237831.cpp,unreadVariable,style,75,30,Variable 'solution' is assigned a value that is never used.,Variable 'solution' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314237831,gigel-si-sosetele/1314237831.cpp,unreadVariable,style,75,43,Variable 'visited1' is assigned a value that is never used.,Variable 'visited1' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1314237831,gigel-si-sosetele/1314237831.cpp,unreadVariable,style,75,56,Variable 'visited2' is assigned a value that is never used.,Variable 'visited2' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323072718,gigel-si-sosetele/1323072718.cpp,unusedStructMember,style,12,12,class member 'Task::k' is never used.,class member 'Task::k' is never used.,false,563,True
gigel-si-sosetele,cpp,1323072718,gigel-si-sosetele/1323072718.cpp,unreadVariable,style,43,25,Variable 'fashion' is assigned a value that is never used.,Variable 'fashion' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323073397,gigel-si-sosetele/1323073397.cpp,unreadVariable,style,22,11,Variable 'dp[0]' is assigned a value that is never used.,Variable 'dp[0]' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323073487,gigel-si-sosetele/1323073487.cpp,unreadVariable,style,22,11,Variable 'dp[0]' is assigned a value that is never used.,Variable 'dp[0]' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323073693,gigel-si-sosetele/1323073693.cpp,unreadVariable,style,22,11,Variable 'dp[0]' is assigned a value that is never used.,Variable 'dp[0]' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323073741,gigel-si-sosetele/1323073741.cpp,unreadVariable,style,19,26,Variable 'l_paired' is assigned a value that is never used.,Variable 'l_paired' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323073741,gigel-si-sosetele/1323073741.cpp,unreadVariable,style,20,26,Variable 'r_paired' is assigned a value that is never used.,Variable 'r_paired' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323073741,gigel-si-sosetele/1323073741.cpp,unreadVariable,style,22,11,Variable 'dp[0]' is assigned a value that is never used.,Variable 'dp[0]' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323075512,gigel-si-sosetele/1323075512.cpp,unreadVariable,style,41,12,Variable 'q1' is assigned a value that is never used.,Variable 'q1' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323075512,gigel-si-sosetele/1323075512.cpp,unreadVariable,style,49,12,Variable 'q2' is assigned a value that is never used.,Variable 'q2' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323075519,gigel-si-sosetele/1323075519.cpp,unreadVariable,style,24,26,Variable 'l_paired' is assigned a value that is never used.,Variable 'l_paired' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323075519,gigel-si-sosetele/1323075519.cpp,unreadVariable,style,25,26,Variable 'r_paired' is assigned a value that is never used.,Variable 'r_paired' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323075519,gigel-si-sosetele/1323075519.cpp,unreadVariable,style,27,11,Variable 'dp[0]' is assigned a value that is never used.,Variable 'dp[0]' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323075619,gigel-si-sosetele/1323075619.cpp,unreadVariable,style,24,26,Variable 'l_paired' is assigned a value that is never used.,Variable 'l_paired' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323075619,gigel-si-sosetele/1323075619.cpp,unreadVariable,style,25,26,Variable 'r_paired' is assigned a value that is never used.,Variable 'r_paired' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323075619,gigel-si-sosetele/1323075619.cpp,unreadVariable,style,27,11,Variable 'dp[0]' is assigned a value that is never used.,Variable 'dp[0]' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323075814,gigel-si-sosetele/1323075814.cpp,unreadVariable,style,24,26,Variable 'l_paired' is assigned a value that is never used.,Variable 'l_paired' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323075814,gigel-si-sosetele/1323075814.cpp,unreadVariable,style,25,26,Variable 'r_paired' is assigned a value that is never used.,Variable 'r_paired' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323075814,gigel-si-sosetele/1323075814.cpp,unreadVariable,style,27,11,Variable 'dp[0]' is assigned a value that is never used.,Variable 'dp[0]' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323077360,gigel-si-sosetele/1323077360.cpp,unreadVariable,style,41,12,Variable 'q1' is assigned a value that is never used.,Variable 'q1' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323077360,gigel-si-sosetele/1323077360.cpp,unreadVariable,style,49,12,Variable 'q2' is assigned a value that is never used.,Variable 'q2' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323384436,gigel-si-sosetele/1323384436.cpp,unreadVariable,style,41,15,Variable 'sizeL' is assigned a value that is never used.,Variable 'sizeL' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323396483,gigel-si-sosetele/1323396483.cpp,unreadVariable,style,38,15,Variable 'leftL' is assigned a value that is never used.,Variable 'leftL' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323396483,gigel-si-sosetele/1323396483.cpp,unreadVariable,style,39,15,Variable 'leftR' is assigned a value that is never used.,Variable 'leftR' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323396483,gigel-si-sosetele/1323396483.cpp,unreadVariable,style,49,15,Variable 'leftL' is assigned a value that is never used.,Variable 'leftL' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323396483,gigel-si-sosetele/1323396483.cpp,unreadVariable,style,50,15,Variable 'leftR' is assigned a value that is never used.,Variable 'leftR' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323416433,gigel-si-sosetele/1323416433.cpp,unusedVariable,style,9,20,Unused variable: socks2,Unused variable: socks2,false,563,True
gigel-si-sosetele,cpp,1323416546,gigel-si-sosetele/1323416546.cpp,unusedVariable,style,9,20,Unused variable: socks2,Unused variable: socks2,false,563,True
gigel-si-sosetele,cpp,1323425745,gigel-si-sosetele/1323425745.cpp,unreadVariable,style,28,15,Variable 'star1' is assigned a value that is never used.,Variable 'star1' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323425745,gigel-si-sosetele/1323425745.cpp,unreadVariable,style,34,15,Variable 'star2' is assigned a value that is never used.,Variable 'star2' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323448060,gigel-si-sosetele/1323448060.cpp,unreadVariable,style,60,22,Variable 'fst['*']' is assigned a value that is never used.,Variable 'fst['*']' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323448060,gigel-si-sosetele/1323448060.cpp,unreadVariable,style,61,22,Variable 'snd['*']' is assigned a value that is never used.,Variable 'snd['*']' is assigned a value that is never used.,false,563,True
gigel-si-sosetele,cpp,1323453945,gigel-si-sosetele/1323453945.cpp,unreadVariable,style,12,17,Variable 'junk' is assigned a value that is never used.,Variable 'junk' is assigned a value that is never used.,false,563,True
