file,user_id,attempt_number,submission_id,language,original_language,result,score,timestamp,code_length,code_lines,uses_sort,uses_hash,source_path
1361592884.cpp,user_0001,1,1361592884,cpp,cpp,Wrong Answer,1.04,2117027,1034,48,False,True,gigel-si-sosetele/submissions/1361592884.cpp
1361592965.cpp,user_0001,2,1361592965,cpp,cpp,Wrong Answer,47.92,2117030,1033,47,False,True,gigel-si-sosetele/submissions/1361592965.cpp
1314236919.java,user_0005,4,1314236919,java,java8,Wrong Answer,5.21,135,1989,80,True,False,gigel-si-sosetele/submissions/1314236919.java
1314237737.java,user_0005,5,1314237737,java,java8,Terminated due ...,3.13,177,2384,92,True,False,gigel-si-sosetele/submissions/1314237737.java
1323456813.cpp,user_0008,3,1323456813,cpp,cpp14,Accepted,50.0,523423,1877,83,False,True,gigel-si-sosetele/submissions/1323456813.cpp
1323384436.cpp,user_0011,1,1323384436,cpp,cpp,Wrong Answer,1.04,519582,1293,64,False,True,gigel-si-sosetele/submissions/1323384436.cpp
1323384873.cpp,user_0011,2,1323384873,cpp,cpp,Wrong Answer,2.08,519598,2177,96,False,True,gigel-si-sosetele/submissions/1323384873.cpp
1323387637.cpp,user_0011,3,1323387637,cpp,cpp,Wrong Answer,12.5,519708,1384,75,True,True,gigel-si-sosetele/submissions/1323387637.cpp
1323387618.cpp,user_0011,4,1323387618,cpp,cpp,Wrong Answer,8.33,519708,1370,75,True,True,gigel-si-sosetele/submissions/1323387618.cpp
1323387706.cpp,user_0011,5,1323387706,cpp,cpp,Wrong Answer,46.88,519711,1677,87,True,True,gigel-si-sosetele/submissions/1323387706.cpp
1323387754.cpp,user_0011,6,1323387754,cpp,cpp,Accepted,50.0,519713,1747,89,True,True,gigel-si-sosetele/submissions/1323387754.cpp
1323432380.cpp,user_0014,1,1323432380,cpp,cpp14,Wrong Answer,46.88,521911,1598,72,True,False,gigel-si-sosetele/submissions/1323432380.cpp
1323432402.cpp,user_0014,2,1323432402,cpp,cpp14,Accepted,50.0,521913,1627,74,True,False,gigel-si-sosetele/submissions/1323432402.cpp
1323425285.cpp,user_0017,1,1323425285,cpp,cpp,Wrong Answer,46.88,521525,944,47,True,False,gigel-si-sosetele/submissions/1323425285.cpp
1323425375.cpp,user_0017,2,1323425375,cpp,cpp,Wrong Answer,12.5,521527,1063,54,True,False,gigel-si-sosetele/submissions/1323425375.cpp
1323425542.cpp,user_0017,3,1323425542,cpp,cpp,Wrong Answer,12.5,521532,999,50,True,False,gigel-si-sosetele/submissions/1323425542.cpp
1323425727.cpp,user_0017,5,1323425727,cpp,cpp,Wrong Answer,12.5,521538,1033,52,True,False,gigel-si-sosetele/submissions/1323425727.cpp
1323425745.cpp,user_0017,6,1323425745,cpp,cpp,Wrong Answer,46.88,521539,1036,52,True,False,gigel-si-sosetele/submissions/1323425745.cpp
1323426049.cpp,user_0017,7,1323426049,cpp,cpp,Accepted,50.0,521548,1511,72,True,False,gigel-si-sosetele/submissions/1323426049.cpp
1314236512.cpp,user_0018,2,1314236512,cpp,cpp,Wrong Answer,46.88,111,1429,69,True,False,gigel-si-sosetele/submissions/1314236512.cpp
1314236675.cpp,user_0018,3,1314236675,cpp,cpp,Wrong Answer,46.88,121,1161,55,True,False,gigel-si-sosetele/submissions/1314236675.cpp
1314236811.cpp,user_0018,4,1314236811,cpp,cpp,Accepted,50.0,130,1632,70,True,False,gigel-si-sosetele/submissions/1314236811.cpp
1332321248.java,user_0022,1,1332321248,java,java8,Wrong Answer,13.54,1010118,2464,102,True,False,gigel-si-sosetele/submissions/1332321248.java
1332321270.java,user_0022,2,1332321270,java,java8,Wrong Answer,14.58,1010123,2480,102,True,False,gigel-si-sosetele/submissions/1332321270.java
1332321290.java,user_0022,3,1332321290,java,java8,Wrong Answer,16.67,1010129,2414,100,True,False,gigel-si-sosetele/submissions/1332321290.java
1332321299.java,user_0022,4,1332321299,java,java8,Wrong Answer,13.54,1010130,2274,96,True,False,gigel-si-sosetele/submissions/1332321299.java
1314237248.java,user_0023,1,1314237248,java,java8,Wrong Answer,1.04,155,3761,131,True,False,gigel-si-sosetele/submissions/1314237248.java
1314237292.java,user_0023,2,1314237292,java,java8,Wrong Answer,1.04,157,3851,133,True,False,gigel-si-sosetele/submissions/1314237292.java
1332720143.cpp,user_0024,1,1332720143,cpp,cpp,Accepted,50.0,1025851,1382,69,True,False,gigel-si-sosetele/submissions/1332720143.cpp
1314237849.java,user_0027,8,1314237849,java,java8,Wrong Answer,1.04,182,4452,166,False,True,gigel-si-sosetele/submissions/1314237849.java
1323450695.java,user_0028,1,1323450695,java,java8,Wrong Answer,14.58,522979,2618,98,False,True,gigel-si-sosetele/submissions/1323450695.java
1332549911.java,user_0029,1,1332549911,java,java8,Accepted,50.0,1019935,3240,118,False,True,gigel-si-sosetele/submissions/1332549911.java
1314237379.cpp,user_0030,1,1314237379,cpp,cpp,Wrong Answer,29.17,161,1183,65,False,True,gigel-si-sosetele/submissions/1314237379.cpp
1314235623.java,user_0033,1,1314235623,java,java8,Accepted,50.0,59,2907,126,False,True,gigel-si-sosetele/submissions/1314235623.java
1314235545.cpp,user_0035,1,1314235545,cpp,cpp,Wrong Answer,46.88,56,1621,80,True,False,gigel-si-sosetele/submissions/1314235545.cpp
1314235697.cpp,user_0035,2,1314235697,cpp,cpp,Wrong Answer,47.92,62,1560,79,True,False,gigel-si-sosetele/submissions/1314235697.cpp
1314236161.cpp,user_0035,3,1314236161,cpp,cpp,Accepted,50.0,89,1533,79,True,False,gigel-si-sosetele/submissions/1314236161.cpp
1332621480.java,user_0041,1,1332621480,java,java8,Wrong Answer,46.88,1023069,2569,107,True,False,gigel-si-sosetele/submissions/1332621480.java
1332621495.java,user_0041,3,1332621495,java,java8,Wrong Answer,47.92,1023074,2644,110,True,False,gigel-si-sosetele/submissions/1332621495.java
1323072265.cpp,user_0042,1,1323072265,cpp,cpp,Wrong Answer,2.08,503935,1425,64,True,False,gigel-si-sosetele/submissions/1323072265.cpp
1323072370.cpp,user_0042,2,1323072370,cpp,cpp,Wrong Answer,2.08,503937,1469,65,True,False,gigel-si-sosetele/submissions/1323072370.cpp
1323073397.cpp,user_0042,3,1323073397,cpp,cpp,Terminated due ...,2.08,503959,1923,75,True,False,gigel-si-sosetele/submissions/1323073397.cpp
1323073693.cpp,user_0042,5,1323073693,cpp,cpp,Terminated due ...,2.08,503964,2029,79,True,False,gigel-si-sosetele/submissions/1323073693.cpp
1323073741.cpp,user_0042,6,1323073741,cpp,cpp,Wrong Answer,1.04,503965,2110,79,True,False,gigel-si-sosetele/submissions/1323073741.cpp
1323075519.cpp,user_0042,7,1323075519,cpp,cpp,Wrong Answer,12.5,503994,2845,117,True,False,gigel-si-sosetele/submissions/1323075519.cpp
1323075619.cpp,user_0042,8,1323075619,cpp,cpp,Wrong Answer,15.63,503995,2887,120,True,False,gigel-si-sosetele/submissions/1323075619.cpp
1323075814.cpp,user_0042,9,1323075814,cpp,cpp,Accepted,50.0,503998,2721,116,True,False,gigel-si-sosetele/submissions/1323075814.cpp
1323425291.cpp,user_0043,1,1323425291,cpp,cpp,Wrong Answer,2.08,521525,1227,60,True,False,gigel-si-sosetele/submissions/1323425291.cpp
1323426107.cpp,user_0043,3,1323426107,cpp,cpp,Wrong Answer,47.92,521551,2011,86,True,False,gigel-si-sosetele/submissions/1323426107.cpp
1323426173.cpp,user_0043,4,1323426173,cpp,cpp,Wrong Answer,48.96,521554,2377,100,True,False,gigel-si-sosetele/submissions/1323426173.cpp
1314236313.java,user_0048,1,1314236313,java,java,Runtime Error,46.88,99,2703,118,True,False,gigel-si-sosetele/submissions/1314236313.java
1314236406.java,user_0048,2,1314236406,java,java,Runtime Error,35.42,104,2896,121,True,False,gigel-si-sosetele/submissions/1314236406.java
1314237194.java,user_0051,5,1314237194,java,java8,Terminated due ...,8.33,152,3190,138,True,False,gigel-si-sosetele/submissions/1314237194.java
1314237424.java,user_0051,7,1314237424,java,java8,Terminated due ...,2.08,163,2978,130,True,False,gigel-si-sosetele/submissions/1314237424.java
1314236433.java,user_0052,1,1314236433,java,java8,Runtime Error,46.88,106,2540,114,True,False,gigel-si-sosetele/submissions/1314236433.java
1314236716.java,user_0058,1,1314236716,java,java8,Runtime Error,11.46,124,2216,101,True,False,gigel-si-sosetele/submissions/1314236716.java
1323447089.java,user_0060,1,1323447089,java,java,Terminated due ...,5.21,522765,2986,108,True,False,gigel-si-sosetele/submissions/1323447089.java
1323447227.java,user_0060,2,1323447227,java,java,Terminated due ...,5.21,522773,2807,105,True,False,gigel-si-sosetele/submissions/1323447227.java
1323447320.java,user_0060,3,1323447320,java,java,Terminated due ...,5.21,522777,2610,98,True,False,gigel-si-sosetele/submissions/1323447320.java
1323447420.java,user_0060,4,1323447420,java,java,Terminated due ...,2.08,522782,2614,98,True,False,gigel-si-sosetele/submissions/1323447420.java
1323447766.java,user_0060,5,1323447766,java,java,Wrong Answer,12.5,522799,2138,86,False,True,gigel-si-sosetele/submissions/1323447766.java
1323447837.java,user_0060,6,1323447837,java,java,Accepted,50.0,522802,2232,90,False,True,gigel-si-sosetele/submissions/1323447837.java
1314236020.cpp,user_0061,1,1314236020,cpp,cpp,Terminated due ...,7.29,79,833,34,True,False,gigel-si-sosetele/submissions/1314236020.cpp
1314236057.cpp,user_0061,2,1314236057,cpp,cpp,Terminated due ...,7.29,81,888,37,True,False,gigel-si-sosetele/submissions/1314236057.cpp
1314236259.cpp,user_0061,5,1314236259,cpp,cpp,Terminated due ...,7.29,95,1002,43,True,False,gigel-si-sosetele/submissions/1314236259.cpp
1314236340.cpp,user_0061,6,1314236340,cpp,cpp,Wrong Answer,5.21,100,1092,45,True,False,gigel-si-sosetele/submissions/1314236340.cpp
1314236582.cpp,user_0061,7,1314236582,cpp,cpp,Terminated due ...,6.25,116,1025,43,True,False,gigel-si-sosetele/submissions/1314236582.cpp
1314236795.cpp,user_0061,8,1314236795,cpp,cpp,Terminated due ...,11.46,129,1013,43,True,False,gigel-si-sosetele/submissions/1314236795.cpp
1314236863.cpp,user_0061,9,1314236863,cpp,cpp,Wrong Answer,40.63,132,1015,44,True,False,gigel-si-sosetele/submissions/1314236863.cpp
1314236941.cpp,user_0061,10,1314236941,cpp,cpp,Terminated due ...,11.46,137,1067,46,True,False,gigel-si-sosetele/submissions/1314236941.cpp
1314236231.cpp,user_0062,1,1314236231,cpp,cpp,Wrong Answer,2.08,93,1254,69,True,False,gigel-si-sosetele/submissions/1314236231.cpp
1314236457.cpp,user_0062,2,1314236457,cpp,cpp,Wrong Answer,2.08,107,1439,80,True,False,gigel-si-sosetele/submissions/1314236457.cpp
1323075169.cpp,user_0068,1,1323075169,cpp,cpp,Terminated due ...,6.25,503988,1899,80,True,False,gigel-si-sosetele/submissions/1323075169.cpp
1314236123.cpp,user_0070,2,1314236123,cpp,cpp,Wrong Answer,23.96,86,1475,76,True,False,gigel-si-sosetele/submissions/1314236123.cpp
1314236220.cpp,user_0070,3,1314236220,cpp,cpp,Wrong Answer,22.92,92,1601,86,True,False,gigel-si-sosetele/submissions/1314236220.cpp
1314237145.cpp,user_0070,5,1314237145,cpp,cpp,Wrong Answer,20.83,149,1601,86,True,False,gigel-si-sosetele/submissions/1314237145.cpp
1314237387.cpp,user_0070,6,1314237387,cpp,cpp,Wrong Answer,23.96,161,1333,72,True,False,gigel-si-sosetele/submissions/1314237387.cpp
1332754138.cpp,user_0073,1,1332754138,cpp,cpp,Wrong Answer,12.5,1026852,1178,76,True,False,gigel-si-sosetele/submissions/1332754138.cpp
1332754219.cpp,user_0073,3,1332754219,cpp,cpp,Accepted,50.0,1026856,1183,76,True,False,gigel-si-sosetele/submissions/1332754219.cpp
1314235187.java,user_0078,1,1314235187,java,java8,Terminated due ...,20.83,43,3825,148,True,False,gigel-si-sosetele/submissions/1314235187.java
1314235767.java,user_0078,3,1314235767,java,java8,Terminated due ...,21.88,65,3807,146,True,False,gigel-si-sosetele/submissions/1314235767.java
1314236176.java,user_0078,4,1314236176,java,java8,Terminated due ...,27.08,89,4708,178,True,False,gigel-si-sosetele/submissions/1314236176.java
1314236239.java,user_0078,5,1314236239,java,java8,Terminated due ...,25.0,93,5074,190,True,False,gigel-si-sosetele/submissions/1314236239.java
1314236273.java,user_0078,6,1314236273,java,java8,Terminated due ...,27.08,96,5082,190,True,False,gigel-si-sosetele/submissions/1314236273.java
1314236316.java,user_0078,7,1314236316,java,java8,Terminated due ...,25.0,99,5063,190,True,False,gigel-si-sosetele/submissions/1314236316.java
1314236507.java,user_0078,8,1314236507,java,java8,Terminated due ...,25.0,110,5140,196,True,False,gigel-si-sosetele/submissions/1314236507.java
1314236542.java,user_0078,9,1314236542,java,java8,Terminated due ...,27.08,113,5167,197,True,False,gigel-si-sosetele/submissions/1314236542.java
1323420768.java,user_0079,1,1323420768,java,java8,Runtime Error,12.5,521432,3065,106,False,True,gigel-si-sosetele/submissions/1323420768.java
1323421343.java,user_0079,2,1323421343,java,java8,Runtime Error,12.5,521444,2960,104,False,True,gigel-si-sosetele/submissions/1323421343.java
1323421515.java,user_0079,3,1323421515,java,java8,Wrong Answer,40.63,521447,2991,104,False,True,gigel-si-sosetele/submissions/1323421515.java
1323422127.java,user_0079,4,1323422127,java,java8,Accepted,50.0,521458,3247,110,False,True,gigel-si-sosetele/submissions/1323422127.java
1314235929.cpp,user_0083,4,1314235929,cpp,cpp,Wrong Answer,1.04,73,591,34,True,False,gigel-si-sosetele/submissions/1314235929.cpp
1314236049.cpp,user_0083,5,1314236049,cpp,cpp,Segmentation Fault,1.04,80,1480,70,True,False,gigel-si-sosetele/submissions/1314236049.cpp
1314236086.cpp,user_0083,6,1314236086,cpp,cpp,Segmentation Fault,1.04,82,1528,72,True,False,gigel-si-sosetele/submissions/1314236086.cpp
1314236144.cpp,user_0083,7,1314236144,cpp,cpp,Wrong Answer,2.08,87,1557,72,True,False,gigel-si-sosetele/submissions/1314236144.cpp
1314236171.cpp,user_0083,8,1314236171,cpp,cpp,Segmentation Fault,1.04,89,1620,76,True,False,gigel-si-sosetele/submissions/1314236171.cpp
1314236198.cpp,user_0083,9,1314236198,cpp,cpp,Wrong Answer,2.08,91,1633,78,True,False,gigel-si-sosetele/submissions/1314236198.cpp
1314236240.cpp,user_0083,10,1314236240,cpp,cpp,Wrong Answer,2.08,93,1610,77,True,False,gigel-si-sosetele/submissions/1314236240.cpp
1314236267.cpp,user_0083,11,1314236267,cpp,cpp,Wrong Answer,2.08,95,1677,79,True,False,gigel-si-sosetele/submissions/1314236267.cpp
1314236657.cpp,user_0083,15,1314236657,cpp,cpp,Accepted,50.0,120,2227,93,True,False,gigel-si-sosetele/submissions/1314236657.cpp
1344729655.cpp,user_0085,1,1344729655,cpp,cpp14,Wrong Answer,12.5,1586101,907,45,False,True,gigel-si-sosetele/submissions/1344729655.cpp
1344729683.cpp,user_0085,2,1344729683,cpp,cpp14,Accepted,50.0,1586109,968,48,False,True,gigel-si-sosetele/submissions/1344729683.cpp
1323450930.cpp,user_0092,1,1323450930,cpp,cpp,Wrong Answer,12.5,522992,1643,72,True,False,gigel-si-sosetele/submissions/1323450930.cpp
1323451075.cpp,user_0092,2,1323451075,cpp,cpp,Wrong Answer,4.17,523000,2139,85,True,False,gigel-si-sosetele/submissions/1323451075.cpp
1323451207.cpp,user_0092,3,1323451207,cpp,cpp,Wrong Answer,12.5,523008,1795,73,True,False,gigel-si-sosetele/submissions/1323451207.cpp
1323451267.cpp,user_0092,4,1323451267,cpp,cpp,Wrong Answer,5.21,523011,2291,86,True,False,gigel-si-sosetele/submissions/1323451267.cpp
1323453095.cpp,user_0092,5,1323453095,cpp,cpp,Wrong Answer,46.88,523077,2808,105,True,False,gigel-si-sosetele/submissions/1323453095.cpp
1323453183.cpp,user_0092,6,1323453183,cpp,cpp,Accepted,50.0,523083,3193,115,True,False,gigel-si-sosetele/submissions/1323453183.cpp
1332765187.java,user_0099,1,1332765187,java,java8,Wrong Answer,1.04,1027602,2272,91,True,False,gigel-si-sosetele/submissions/1332765187.java
1332621189.cpp,user_0103,1,1332621189,cpp,cpp,Wrong Answer,46.88,1022999,2602,111,False,True,gigel-si-sosetele/submissions/1332621189.cpp
1332621209.cpp,user_0103,2,1332621209,cpp,cpp,Wrong Answer,47.92,1023005,2543,117,False,True,gigel-si-sosetele/submissions/1332621209.cpp
1314236205.java,user_0107,1,1314236205,java,java,Runtime Error,29.17,91,3080,76,False,True,gigel-si-sosetele/submissions/1314236205.java
1314236357.java,user_0107,2,1314236357,java,java8,Runtime Error,29.17,101,3115,78,False,True,gigel-si-sosetele/submissions/1314236357.java
1344569945.cpp,user_0111,1,1344569945,cpp,cpp,Wrong Answer,12.5,1578470,1093,57,True,False,gigel-si-sosetele/submissions/1344569945.cpp
1314236672.java,user_0116,4,1314236672,java,java8,Terminated due ...,5.21,121,3470,130,True,False,gigel-si-sosetele/submissions/1314236672.java
1314236724.java,user_0116,5,1314236724,java,java8,Terminated due ...,5.21,124,3612,135,True,False,gigel-si-sosetele/submissions/1314236724.java
1314236970.java,user_0116,6,1314236970,java,java8,Wrong Answer,2.08,139,2618,109,True,False,gigel-si-sosetele/submissions/1314236970.java
1314237100.java,user_0116,7,1314237100,java,java8,Runtime Error,2.08,147,2674,112,True,False,gigel-si-sosetele/submissions/1314237100.java
1314236680.java,user_0117,1,1314236680,java,java8,Runtime Error,12.5,122,2859,122,True,False,gigel-si-sosetele/submissions/1314236680.java
1314236717.java,user_0117,2,1314236717,java,java8,Runtime Error,12.5,124,2719,117,True,False,gigel-si-sosetele/submissions/1314236717.java
1314236845.java,user_0117,3,1314236845,java,java8,Runtime Error,12.5,131,2513,111,True,False,gigel-si-sosetele/submissions/1314236845.java
1314236880.java,user_0117,4,1314236880,java,java8,Wrong Answer,11.46,133,2162,95,True,False,gigel-si-sosetele/submissions/1314236880.java
1314237075.java,user_0117,5,1314237075,java,java8,Runtime Error,12.5,145,2832,127,True,False,gigel-si-sosetele/submissions/1314237075.java
1314237180.java,user_0117,6,1314237180,java,java8,Wrong Answer,1.04,151,1821,81,True,False,gigel-si-sosetele/submissions/1314237180.java
1314237403.java,user_0117,9,1314237403,java,java8,Accepted,50.0,162,2613,119,True,False,gigel-si-sosetele/submissions/1314237403.java
1323445876.cpp,user_0128,1,1323445876,cpp,cpp,Accepted,50.0,522709,1090,60,True,False,gigel-si-sosetele/submissions/1323445876.cpp
1314235875.java,user_0130,1,1314235875,java,java8,Wrong Answer,4.17,70,4080,152,True,False,gigel-si-sosetele/submissions/1314235875.java
1314236070.java,user_0130,2,1314236070,java,java8,Wrong Answer,5.21,82,4135,152,True,False,gigel-si-sosetele/submissions/1314236070.java
1314236113.java,user_0130,3,1314236113,java,java8,Wrong Answer,5.21,85,4131,152,True,False,gigel-si-sosetele/submissions/1314236113.java
1314236197.java,user_0130,4,1314236197,java,java8,Wrong Answer,4.17,91,4134,152,True,False,gigel-si-sosetele/submissions/1314236197.java
1314237501.java,user_0130,5,1314237501,java,java8,Wrong Answer,5.21,167,4280,153,True,False,gigel-si-sosetele/submissions/1314237501.java
1314237591.java,user_0130,6,1314237591,java,java8,Wrong Answer,5.21,171,4548,161,True,False,gigel-si-sosetele/submissions/1314237591.java
1314237680.java,user_0130,7,1314237680,java,java8,Wrong Answer,5.21,175,4631,164,True,False,gigel-si-sosetele/submissions/1314237680.java
1314236012.java,user_0131,1,1314236012,java,java,Wrong Answer,12.5,78,2194,95,True,False,gigel-si-sosetele/submissions/1314236012.java
1314236122.java,user_0131,2,1314236122,java,java,Wrong Answer,12.5,86,2435,104,True,False,gigel-si-sosetele/submissions/1314236122.java
1314236648.cpp,user_0137,1,1314236648,cpp,cpp,Wrong Answer,14.58,120,1546,72,True,False,gigel-si-sosetele/submissions/1314236648.cpp
1323429624.cpp,user_0139,1,1323429624,cpp,cpp,Wrong Answer,2.08,521696,1886,81,True,False,gigel-si-sosetele/submissions/1323429624.cpp
1323429770.cpp,user_0139,2,1323429770,cpp,cpp,Wrong Answer,2.08,521702,1363,70,True,False,gigel-si-sosetele/submissions/1323429770.cpp
1314237234.java,user_0141,1,1314237234,java,java8,Runtime Error,2.08,154,2188,89,False,True,gigel-si-sosetele/submissions/1314237234.java
1314237392.java,user_0141,3,1314237392,java,java8,Runtime Error,3.13,161,2318,92,False,True,gigel-si-sosetele/submissions/1314237392.java
1314237514.java,user_0141,4,1314237514,java,java8,Runtime Error,2.08,168,2292,91,False,True,gigel-si-sosetele/submissions/1314237514.java
